Indirizzo;Ubicazione;Codice;Ambito;Pagamenti;Tariffa;Tipo;Latitude;Longitude
Via Appia Nuova; ;028;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.878258;12.518376
Lungotevere Flaminio;Angolo Via Tadolini;C75;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.928352;12.461285
Via Gaeta;Angolo Via Palestro;B27;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.906055;12.50278
Piazza dei Cinquecento;Angolo V. M. D'Azeglio;B31;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.90124;12.498933
Via Sicilia;Civico 141;F12;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90927;12.493852
Viale Regina Elena;Civico 336;D60;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.903194;12.518621
Via Aldo Manuzio;Civico 87;H40;Testaccio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.878193;12.474601
Via Ezio;Angolo Via Pompeo Magno;G20;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.909607;12.465867
Via Quintino Sella;Angolo Via Flavia;F38;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90691;12.496782
Corso d'Italia;Civico 4;F58;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.910027;12.490911
Via Pietro Cossa;Angolo Via G.P. da Palestrina;G69;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.906593;12.471489
Via Marianna Dionigi;Angolo Via Pietro Cavallini;G71;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90583;12.472974
Via Cavour;Civico 212;I4;Monti;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.89584;12.494513
Via Campania;Civico 57;F28;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.910713;12.493382
Via Lucullo;Angolo Via Sallustiana;F33;Ludovisi - Sallustiano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.906765;12.492959
Viale Giulio Cesare; ;G91;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.910037;12.460848
Via Barletta; ;G92;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.910236;12.458285
Via Plinio;Angolo Via Ovidio;G44;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90722;12.464214
Via Ovidio;Angolo Via Cassiodoro;G45;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90616;12.464611
Viale Giulio Cesare;Civico 119;G63;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.909805;12.459376
Via Pietro Querini;Angolo Via L. Vanvitelli;H16;Testaccio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.880573;12.476739
Vicolo della Penitenza;Civico 34;M11;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.89346;12.465003
Via Dandolo;Civico 74;M59;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.884827;12.466063
Via Anicia;Civico 13;M65;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.88811;12.47594
Via della Luce;Civico 75;M70;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 05 - 1.20 euro/h ZTL - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.886467;12.473347
Via Cerveteri;Civico 55;081;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.881256;12.51106
Piazza S.S. Apostoli;Civico 61;A19;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 09 - 1.20 euro/h ZTL - 18:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.89735;12.483309
Via Modena;Civico 49;A54;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 08 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90235;12.494407
Trinita' dei Monti; ;A30;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 09 - 1.20 euro/h ZTL - 18:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.908413;12.481772
Via Varese;Angolo Via Marghera;B44;Castro Pretorio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.903282;12.50489
Via di S. Teodoro;Angolo Via dei Fienili;A46;Campitelli Ripa;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.890427;12.484233
Via Cesare Beccaria;Civico 94;C9;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go;41.912277;12.472991
Lungotevere Prati;Civico 21;E49;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90479;12.473165
Lungotevere Tebaldi;Civico 15;E86;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.89512;12.468328
Lungotevere Tebaldi; ;E87;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.896057;12.466944
Lungotevere Tor di Nona; ;E121;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.901302;12.467551
Lungotevere Ripa; ;E68;Trastevere;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 06 - 1.00 euro/h - 08:00 03:00 - Lunedi' - Sabato;Pay&Go+;41.886707;12.478127
Via Tiburtina - sotto mura Verano; ;D991;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 11 - 0.50 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go;41.904484;12.521336
Lungotevere Ammiraglio Thaon di Revel;Civico 76;C93;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.932957;12.464417
Lungotevere Aventino;Civico 6;E5;Ripa;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.88589;12.47952
Lungotevere de Cenci; ;E8;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.891933;12.476023
Lungotevere Marzio; ;E22;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90284;12.473476
Lungotevere Arnaldo da Brescia; ;E31;Flaminio;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.914143;12.471702
Via Tiburtina;Angolo Via dei Marrucini;D8;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.89854;12.514669
Via De Lollis;Civico 20;D12;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.90113;12.516371
Via dei Marrucini;Angolo Via dei Ramni;D14;Tiburtino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.900227;12.513844
Lungotevere dei Mellini;angolo Via Benedetto Pistrucci;E47;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.906141;12.47346
Via degli Scipioni;Angolo Via Caio Mario;G8;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.909237;12.460595
Via Germanico;Angolo Via Vespasiano;G12;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.907402;12.456807
Via Germanico;Angolo Via Fabio Massimo;G16;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.90889;12.462377
Via Cola di Rienzo;Angolo Via Varrone;G38;Prati;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.906643;12.460131
Lungotevere de Cenci; ;E125;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 08 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.892174;12.475523
Via di Villa Massimo;Civico 11;P199;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.913044;12.515574
Via Marco Polo;Civico 41;Q6;Ostiense 1° Mun.  XA;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.874344;12.486266
Via Francesco Caracciolo;Angolo Via Tunisi;O16;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.90884;12.452239
Via Mocenigo;Angolo Via Candia;O17;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.908115;12.451447
Via Antonio Gallonio;Civico 1;P82;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.913773;12.518638
Piazza Lecce; ;P89;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.911346;12.516516
Via Giacomo Boni;Civico 9;P104;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.91528;12.521269
Viale Mazzini;Angolo Via Andrea Bafile;N66;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.915993;12.456455
Via Carlo Passaglia;Civico 6;O69;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.91019;12.447965
Via Antonio Labriola;Angolo Via Giacomo barzellotti;O71;Trionfale;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go;41.911438;12.446407
Via Antonio Nibby;Civico 4;P70;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.918022;12.515634
Via Di Villa Ricotti;Civico 4;P72;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.915714;12.516171
Via di Villa Albani; ;S26;Salario;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go;41.91372;12.498905
Via Augusto Riboty;Civico 26;N68;Della Vittoria;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.915726;12.454363
Via Arezzo;Civico 3;P95;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.912125;12.518383
Viale delle Provincie;Civico 47;P97;Nomentano;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.910595;12.521161
Via Catalana;Angolo Portico d'Ottavia;E130;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 08 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.892178;12.478423
Via Acquasparta;Civico 23;E136;Centro Storico;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 08 - 1.20 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.90125;12.471668
Viale Libia;Civico 11/8;Z8;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.929497;12.516646
Via di Porta Ardeatina;Civico 129;Q12;Ostiense 1° Mun.  XA;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.876186;12.48436
Via Etruria;Civico 11/B;AF43;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.87849;12.514904
Via Licia;Civico 48;AH44;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.880444;12.502972
Via Pandosia;Civico 21;AH48;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.880062;12.504402
Via Iberia;Civico 26;AH50;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.87952;12.504899
Viale Liegi;Civico 5;AB17;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.920376;12.497098
Viale Liegi;Via Montevideo;AB18;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.921204;12.496293
Via Crati;Civico 9;AC36;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.92732;12.508851
Via Filippo Civinini;Civico 24;V84;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.92484;12.481346
Piazza Bartolomeo Castaldi;Civico 1;V86;Pinciano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.923027;12.48106
Via S. Sabina;Angolo Via Livio Di rocca Savella;AE60;Ripa;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 14 - 1.00 euro/h - 20:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.885;12.481106
Via Giacinta Pezzana;Civico 13;AB69;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.931393;12.49351
Via Luigi Bellotti Bon;Angolo Via Tommaso Salvini;AB77;Parioli;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.928635;12.492916
Largo S. Apollinare; ;AA5;Europa (E.U.R.);PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 04 - 1.00 euro/h - 08:00 20:00 - Lunedi' - Sabato;Pay&Go+;41.83252;12.463092
Via Taro;Angolo Via Sebino;AC22;Trieste;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go+;41.922367;12.505949
Via Casilina Vecchia;Civico  28/24;AG8;Tuscolano;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 03 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Venerdi';Pay&Go+;41.887413;12.52333
Via Filippo Turati;Civico 133;B105;Esquilino;PAGAMENTO SOSTA - Ricarica: abbonamento mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe entro 5 giorni;ZONA 01 - 1.00 euro/h - 08:00 19:00 - Lunedi' - Sabato;Pay&Go;41.897163;12.504725
Via Tortona;Civico 1;AF33;Appio Latino;PAGAMENTO SOSTA - Ricarica: abbonamento annuale e mensile, BIT, 10BIT, 24-48-72 ore e 7 giorni - Pagamento multe;ZONA 02 - 1.00 euro/h - 08:00 23:00 - Lunedi' - Sabato;Pay&Go+;41.8798;12.515301
